Genes	GO_term	GO_id	TAIR_id	category	GO_slim
AT1G04730	ATP binding	GO:0005524	894.0	func	other binding | nucleotide binding
AT1G04750	protein binding	GO:0005515	3877.0	func	protein binding
AT1G04778	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G04780	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G04790	ubiquitin protein ligase activity	GO:0061630	45660.0	func	catalytic activity | transferase activity
AT1G04800	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G04810	endopeptidase activity	GO:0004175	2240.0	func	hydrolase activity | catalytic activity
AT1G04820	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT1G04830	Rab GTPase binding	GO:0017137	8668.0	func	protein binding
AT1G04840	zinc ion binding	GO:0008270	4661.0	func	other binding
AT1G04860	thiol-dependent ubiquitin-specific protease activity	GO:0004843	4576.0	func	catalytic activity | hydrolase activity
AT1G04870	protein-arginine omega-N monomethyltransferase activity	GO:0035241	19193.0	func	catalytic activity | transferase activity
AT1G04880	transcription factor binding	GO:0008134	4450.0	func	protein binding
AT1G04890	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G04900	protein-arginine omega-N symmetric methyltransferase activity	GO:0035243	19194.0	func	catalytic activity | transferase activity
AT1G04910	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT1G04920	sucrose synthase activity	GO:0016157	4294.0	func	transferase activity
AT1G04940	protein binding	GO:0005515	3877.0	func	protein binding
AT1G04950	protein heterodimerization activity	GO:0046982	15254.0	func	protein binding
AT1G04960	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G04970	lipopolysaccharide binding	GO:0001530	3031.0	func	lipid binding | other binding
AT1G04980	protein disulfide isomerase activity	GO:0003756	3881.0	func	catalytic activity
AT1G04985	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G04990	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT1G05000	phosphatase activity	GO:0016791	3735.0	func	hydrolase activity
AT1G05010	dioxygenase activity	GO:0051213	19457.0	func	catalytic activity
AT1G05020	1-phosphatidylinositol binding	GO:0005545	3669.0	func	other binding | lipid binding
AT1G05030	carbohydrate transmembrane transporter activity	GO:0015144	1797.0	func	transporter activity
AT1G05040	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05055	zinc ion binding	GO:0008270	4661.0	func	other binding
AT1G05060	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05065	receptor serine/threonine kinase binding	GO:0033612	28035.0	func	signaling receptor binding
AT1G05070	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05080	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05085	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05090	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05100	MAP kinase kinase kinase activity	GO:0004709	1095.0	func	kinase activity | transferase activity | catalytic activity
AT1G05136	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05140	metalloendopeptidase activity	GO:0004222	3176.0	func	catalytic activity | hydrolase activity
AT1G05150	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT1G05160	monooxygenase activity	GO:0004497	3243.0	func	catalytic activity
AT1G05170	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT1G05180	NEDD8 activating enzyme activity	GO:0019781	9621.0	func	catalytic activity
AT1G05190	structural constituent of ribosome	GO:0003735	4271.0	func	structural molecule activity
AT1G05200	ligand-gated ion channel activity	GO:0015276	3007.0	func	transporter activity
AT1G05210	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05220	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05230	DNA-binding transcription factor activity, RNA polymerase II-specific	GO:0000981	35772.0	func	DNA-binding transcription factor activity
AT1G05240	heme binding	GO:0020037	9668.0	func	other binding
AT1G05250	heme binding	GO:0020037	9668.0	func	other binding
AT1G05260	heme binding	GO:0020037	9668.0	func	other binding
AT1G05270	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05280	acetylglucosaminyltransferase activity	GO:0008375	1338.0	func	transferase activity
AT1G05290	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G05291	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05300	metal ion transmembrane transporter activity	GO:0046873	13967.0	func	transporter activity
AT1G05310	carboxylic ester hydrolase activity	GO:0052689	37985.0	func	hydrolase activity
AT1G05320	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05330	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05340	protein binding	GO:0005515	3877.0	func	protein binding
AT1G05350	UFM1 activating enzyme activity	GO:0071566	34021.0	func	catalytic activity
AT1G05360	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05370	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05385	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05410	protein binding	GO:0005515	3877.0	func	protein binding
AT1G05430	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05460	protein binding	GO:0005515	3877.0	func	protein binding
AT1G05470	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	GO:0004439	3676.0	func	hydrolase activity
AT1G05510	protein binding	GO:0005515	3877.0	func	protein binding
AT1G05520	zinc ion binding	GO:0008270	4661.0	func	other binding
AT1G05530	UDP-glucosyltransferase activity	GO:0035251	19266.0	func	transferase activity
AT1G05540	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05550	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05560	protein binding	GO:0005515	3877.0	func	protein binding
AT1G05570	glucosyltransferase activity	GO:0046527	13406.0	func	transferase activity
AT1G05575	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05577	protein homodimerization activity	GO:0042803	15211.0	func	protein binding
AT1G05580	monovalent cation:proton antiporter activity	GO:0005451	3249.0	func	transporter activity
AT1G05590	beta-N-acetylhexosaminidase activity	GO:0004563	1655.0	func	hydrolase activity
AT1G05610	glucose-1-phosphate adenylyltransferase activity	GO:0008878	2488.0	func	transferase activity
AT1G05620	uridine nucleosidase activity	GO:0045437	12089.0	func	hydrolase activity
AT1G05630	inositol-polyphosphate 5-phosphatase activity	GO:0004445	2824.0	func	hydrolase activity
AT1G05640	protein phosphatase regulator activity	GO:0019888	9558.0	func	enzyme regulator activity
AT1G05650	polygalacturonase activity	GO:0004650	3789.0	func	hydrolase activity
AT1G05660	polygalacturonase activity	GO:0004650	3789.0	func	hydrolase activity
AT1G05670	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT1G05675	quercetin 3-O-glucosyltransferase activity	GO:0080043	31694.0	func	transferase activity
AT1G05680	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT1G05690	calmodulin binding	GO:0005516	1783.0	func	protein binding
AT1G05700	protein kinase activity	GO:0004672	3889.0	func	catalytic activity | kinase activity | transferase activity
AT1G05710	protein binding	GO:0005515	3877.0	func	protein binding
AT1G05720	oxidoreductase activity	GO:0016491	3460.0	func	catalytic activity
AT1G05730	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05740	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05750	RNA binding	GO:0003723	1217.0	func	RNA binding
AT1G05760	protein self-association	GO:0043621	22766.0	func	protein binding
AT1G05780	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05785	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05800	phospholipase activity	GO:0004620	3702.0	func	hydrolase activity
AT1G05805	DNA-binding transcription activator activity, RNA polymerase II-specific	GO:0001228	40764.0	func	DNA-binding transcription factor activity
AT1G05810	GTPase activity	GO:0003924	1041.0	func	hydrolase activity
AT1G05820	aspartic endopeptidase activity, intramembrane cleaving	GO:0042500	12785.0	func	hydrolase activity | catalytic activity
AT1G05830	chromatin binding	GO:0003682	1936.0	func	chromatin binding
AT1G05835	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05840	aspartic-type endopeptidase activity	GO:0004190	1621.0	func	catalytic activity | hydrolase activity
AT1G05850	polysaccharide binding	GO:0030247	8585.0	func	carbohydrate binding
AT1G05860	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05870	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05880	ubiquitin conjugating enzyme binding	GO:0031624	21915.0	func	protein binding
AT1G05890	ubiquitin protein ligase activity	GO:0061630	45660.0	func	transferase activity | catalytic activity
AT1G05900	DNA-(apurinic or apyrimidinic site) endonuclease activity	GO:0003906	987.0	func	catalytic activity
AT1G05910	ATPase activity	GO:0016887	907.0	func	hydrolase activity
AT1G05940	amino acid transmembrane transporter activity	GO:0015171	1511.0	func	transporter activity
AT1G05950	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G05970	nucleic acid binding	GO:0003676	3376.0	func	nucleic acid binding
AT1G05990	calcium ion binding	GO:0005509	1755.0	func	other binding
AT1G06000	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT1G06010	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G06020	fructokinase activity	GO:0008865	2392.0	func	transferase activity | kinase activity
AT1G06030	fructokinase activity	GO:0008865	2392.0	func	transferase activity | kinase activity
AT1G06040	DNA binding	GO:0003677	961.0	func	DNA binding
AT1G06060	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G06070	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G06080	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	GO:0016717	3505.0	func	catalytic activity
AT1G06090	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	GO:0016717	3505.0	func	catalytic activity
AT1G06100	16:0 monogalactosyldiacylglycerol desaturase activity	GO:0009979	13434.0	func	catalytic activity
AT1G06110	protein binding	GO:0005515	3877.0	func	protein binding
AT1G06120	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	GO:0016717	3505.0	func	catalytic activity
AT1G06130	hydroxyacylglutathione hydrolase activity	GO:0004416	2785.0	func	hydrolase activity
AT1G06135	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G06137	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G06148	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G06150	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G06160	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G06170	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G06180	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT1G06190	protein binding	GO:0005515	3877.0	func	protein binding
AT1G06210	ubiquitin binding	GO:0043130	18481.0	func	protein binding
AT1G06220	GTPase activity	GO:0003924	1041.0	func	hydrolase activity
AT1G06225	receptor serine/threonine kinase binding	GO:0033612	28035.0	func	signaling receptor binding
AT1G06250	phospholipase A1 activity	GO:0008970	3703.0	func	hydrolase activity
AT1G06260	cysteine-type endopeptidase activity	GO:0004197	2042.0	func	hydrolase activity | catalytic activity
AT1G06270	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G06290	FAD binding	GO:0071949	35892.0	func	nucleotide binding | other binding
AT1G06310	flavin adenine dinucleotide binding	GO:0050660	17564.0	func	nucleotide binding | other binding
AT1G06320	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G06350	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	GO:0016717	3505.0	func	catalytic activity
AT1G06360	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	GO:0016717	3505.0	func	catalytic activity
AT1G06380	RNA binding	GO:0003723	1217.0	func	RNA binding
AT1G06390	protein binding	GO:0005515	3877.0	func	protein binding
AT1G06400	protein binding	GO:0005515	3877.0	func	protein binding
AT1G06410	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT1G06430	metalloendopeptidase activity	GO:0004222	3176.0	func	hydrolase activity | catalytic activity
AT1G06450	poly(A)-specific ribonuclease activity	GO:0004535	3780.0	func	nuclease activity | catalytic activity
AT1G06470	transmembrane transporter activity	GO:0022857	27431.0	func	transporter activity
AT1G06475	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G06490	glucosyltransferase activity	GO:0046527	13406.0	func	transferase activity
AT1G06500	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G06510	protein binding	GO:0005515	3877.0	func	protein binding
AT1G06520	glycerol-3-phosphate O-acyltransferase activity	GO:0004366	2560.0	func	transferase activity
AT1G06530	protein binding	GO:0005515	3877.0	func	protein binding
AT1G06540	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT1G06550	3-hydroxyisobutyryl-CoA hydrolase activity	GO:0003860	816.0	func	hydrolase activity
