	Genes	GO_term	GO_id	TAIR_id	GO_slim
367	AT1G04900	molecular_function_unknown	0003674	3226.0	unknown molecular functions
368	AT1G04910	zinc ion binding	0008270	4661.0	other binding
369	AT1G04920	molecular_function_unknown	0003674	3226.0	unknown molecular functions
370	AT1G04930	receptor serine/threonine kinase binding	0033612	28035.0	signaling receptor binding
371	AT1G04940	molecular_function_unknown	0003674	3226.0	unknown molecular functions
372	AT1G04945	molecular_function_unknown	0003674	3226.0	unknown molecular functions
373	AT1G04950	molecular_function_unknown	0003674	3226.0	unknown molecular functions
374	AT1G04960	molecular_function_unknown	0003674	3226.0	unknown molecular functions
375	AT1G04970	MAP kinase kinase kinase activity	0004709	1095.0	kinase activity | transferase activity | catalytic activity
376	AT1G04980	molecular_function_unknown	0003674	3226.0	unknown molecular functions
377	AT1G04985	metalloendopeptidase activity	0004222	3176.0	catalytic activity | hydrolase activity
378	AT1G04990	transferase activity, transferring glycosyl groups	0016757	14916.0	transferase activity
379	AT1G05000	monooxygenase activity	0004497	3243.0	catalytic activity
380	AT1G05010	transferase activity, transferring glycosyl groups	0016757	14916.0	transferase activity
381	AT1G05020	NEDD8 activating enzyme activity	0019781	9621.0	catalytic activity
382	AT1G05030	structural constituent of ribosome	0003735	4271.0	structural molecule activity
383	AT1G05035	ligand-gated ion channel activity	0015276	3007.0	transporter activity
384	AT1G05040	molecular_function_unknown	0003674	3226.0	unknown molecular functions
385	AT1G05055	molecular_function_unknown	0003674	3226.0	unknown molecular functions
386	AT1G05060	DNA-binding transcription factor activity, RNA polymerase II-specific	0000981	35772.0	DNA-binding transcription factor activity
387	AT1G05065	heme binding	0020037	9668.0	other binding
388	AT1G05070	heme binding	0020037	9668.0	other binding
389	AT1G05080	heme binding	0020037	9668.0	other binding
390	AT1G05087	molecular_function_unknown	0003674	3226.0	unknown molecular functions
391	AT1G05090	acetylglucosaminyltransferase activity	0008375	1338.0	transferase activity
392	AT1G05100	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
393	AT1G05120	molecular_function_unknown	0003674	3226.0	unknown molecular functions
394	AT1G05136	metal ion transmembrane transporter activity	0046873	13967.0	transporter activity
395	AT1G05140	carboxylic ester hydrolase activity	0052689	37985.0	hydrolase activity
396	AT1G05150	molecular_function_unknown	0003674	3226.0	unknown molecular functions
397	AT1G05160	molecular_function_unknown	0003674	3226.0	unknown molecular functions
398	AT1G05170	protein binding	0005515	3877.0	protein binding
399	AT1G05180	UFM1 activating enzyme activity	0071566	34021.0	catalytic activity
400	AT1G05190	molecular_function_unknown	0003674	3226.0	unknown molecular functions
401	AT1G05200	molecular_function_unknown	0003674	3226.0	unknown molecular functions
402	AT1G05205	molecular_function_unknown	0003674	3226.0	unknown molecular functions
403	AT1G05210	protein binding	0005515	3877.0	protein binding
404	AT1G05220	molecular_function_unknown	0003674	3226.0	unknown molecular functions
405	AT1G05230	protein binding	0005515	3877.0	protein binding
406	AT1G05260	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	0004439	3676.0	hydrolase activity
407	AT1G05270	protein binding	0005515	3877.0	protein binding
408	AT1G05300	zinc ion binding	0008270	4661.0	other binding
409	AT1G05310	UDP-glucosyltransferase activity	0035251	19266.0	transferase activity
410	AT1G05320	molecular_function_unknown	0003674	3226.0	unknown molecular functions
411	AT1G05330	molecular_function_unknown	0003674	3226.0	unknown molecular functions
412	AT1G05340	protein binding	0005515	3877.0	protein binding
413	AT1G05350	glucosyltransferase activity	0046527	13406.0	transferase activity
414	AT1G05360	molecular_function_unknown	0003674	3226.0	unknown molecular functions
415	AT1G05370	protein homodimerization activity	0042803	15211.0	protein binding
416	AT1G05380	monovalent cation:proton antiporter activity	0005451	3249.0	transporter activity
417	AT1G05385	beta-N-acetylhexosaminidase activity	0004563	1655.0	hydrolase activity
418	AT1G05400	glucose-1-phosphate adenylyltransferase activity	0008878	2488.0	transferase activity
419	AT1G05410	uridine nucleosidase activity	0045437	12089.0	hydrolase activity
420	AT1G05420	inositol-polyphosphate 5-phosphatase activity	0004445	2824.0	hydrolase activity
421	AT1G05430	protein phosphatase regulator activity	0019888	9558.0	enzyme regulator activity
422	AT1G05440	polygalacturonase activity	0004650	3789.0	hydrolase activity
423	AT1G05450	polygalacturonase activity	0004650	3789.0	hydrolase activity
424	AT1G05460	transferase activity, transferring glycosyl groups	0016757	14916.0	transferase activity
425	AT1G05470	quercetin 3-O-glucosyltransferase activity	0080043	31694.0	transferase activity
426	AT1G05490	transferase activity, transferring glycosyl groups	0016757	14916.0	transferase activity
427	AT1G05500	calmodulin binding	0005516	1783.0	protein binding
428	AT1G05520	protein kinase activity	0004672	3889.0	catalytic activity | kinase activity | transferase activity
429	AT1G05530	protein binding	0005515	3877.0	protein binding
430	AT1G05540	oxidoreductase activity	0016491	3460.0	catalytic activity
431	AT1G05550	molecular_function_unknown	0003674	3226.0	unknown molecular functions
432	AT1G05560	molecular_function_unknown	0003674	3226.0	unknown molecular functions
433	AT1G05570	RNA binding	0003723	1217.0	RNA binding
434	AT1G05575	protein self-association	0043621	22766.0	protein binding
435	AT1G05577	molecular_function_unknown	0003674	3226.0	unknown molecular functions
436	AT1G05590	molecular_function_unknown	0003674	3226.0	unknown molecular functions
437	AT1G05600	phospholipase activity	0004620	3702.0	hydrolase activity
438	AT1G05610	DNA-binding transcription activator activity, RNA polymerase II-specific	0001228	40764.0	DNA-binding transcription factor activity
439	AT1G05620	GTPase activity	0003924	1041.0	hydrolase activity
440	AT1G05630	aspartic endopeptidase activity, intramembrane cleaving	0042500	12785.0	hydrolase activity | catalytic activity
441	AT1G05640	chromatin binding	0003682	1936.0	chromatin binding
442	AT1G05670	molecular_function_unknown	0003674	3226.0	unknown molecular functions
443	AT1G05675	aspartic-type endopeptidase activity	0004190	1621.0	catalytic activity | hydrolase activity
444	AT1G05680	polysaccharide binding	0030247	8585.0	carbohydrate binding
445	AT1G05690	molecular_function_unknown	0003674	3226.0	unknown molecular functions
446	AT1G05700	molecular_function_unknown	0003674	3226.0	unknown molecular functions
447	AT1G05710	ubiquitin conjugating enzyme binding	0031624	21915.0	protein binding
448	AT1G05720	ubiquitin protein ligase activity	0061630	45660.0	transferase activity | catalytic activity
449	AT1G05730	DNA-(apurinic or apyrimidinic site) endonuclease activity	0003906	987.0	catalytic activity
450	AT1G05750	ATPase activity	0016887	907.0	hydrolase activity
451	AT1G05760	amino acid transmembrane transporter activity	0015171	1511.0	transporter activity
452	AT1G05770	molecular_function_unknown	0003674	3226.0	unknown molecular functions
453	AT1G05780	nucleic acid binding	0003676	3376.0	nucleic acid binding
454	AT1G05783	calcium ion binding	0005509	1755.0	other binding
455	AT1G05785	transferase activity, transferring glycosyl groups	0016757	14916.0	transferase activity
456	AT1G05790	molecular_function_unknown	0003674	3226.0	unknown molecular functions
457	AT1G05800	fructokinase activity	0008865	2392.0	transferase activity | kinase activity
458	AT1G05805	fructokinase activity	0008865	2392.0	transferase activity | kinase activity
459	AT1G05810	DNA binding	0003677	961.0	DNA binding
460	AT1G05820	molecular_function_unknown	0003674	3226.0	unknown molecular functions
461	AT1G05830	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
462	AT1G05835	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	0016717	3505.0	catalytic activity
463	AT1G05840	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	0016717	3505.0	catalytic activity
464	AT1G05850	16:0 monogalactosyldiacylglycerol desaturase activity	0009979	13434.0	catalytic activity
465	AT1G05860	protein binding	0005515	3877.0	protein binding
466	AT1G05870	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	0016717	3505.0	catalytic activity
467	AT1G05880	hydroxyacylglutathione hydrolase activity	0004416	2785.0	hydrolase activity
468	AT1G05890	molecular_function_unknown	0003674	3226.0	unknown molecular functions
469	AT1G05894	molecular_function_unknown	0003674	3226.0	unknown molecular functions
470	AT1G05900	molecular_function_unknown	0003674	3226.0	unknown molecular functions
471	AT1G05910	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
472	AT1G05940	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
473	AT1G05950	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
474	AT1G05960	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
475	AT1G05970	protein binding	0005515	3877.0	protein binding
476	AT1G05990	ubiquitin binding	0043130	18481.0	protein binding
477	AT1G06000	GTPase activity	0003924	1041.0	hydrolase activity
478	AT1G06010	receptor serine/threonine kinase binding	0033612	28035.0	signaling receptor binding
479	AT1G06020	phospholipase A1 activity	0008970	3703.0	hydrolase activity
480	AT1G06030	cysteine-type endopeptidase activity	0004197	2042.0	hydrolase activity | catalytic activity
481	AT1G06040	molecular_function_unknown	0003674	3226.0	unknown molecular functions
482	AT1G06045	FAD binding	0071949	35892.0	nucleotide binding | other binding
483	AT1G06050	flavin adenine dinucleotide binding	0050660	17564.0	nucleotide binding | other binding
484	AT1G06060	molecular_function_unknown	0003674	3226.0	unknown molecular functions
485	AT1G06070	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	0016717	3505.0	catalytic activity
486	AT1G06090	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	0016717	3505.0	catalytic activity
487	AT1G06110	RNA binding	0003723	1217.0	RNA binding
488	AT1G06130	protein binding	0005515	3877.0	protein binding
489	AT1G06135	protein binding	0005515	3877.0	protein binding
490	AT1G06140	transferase activity, transferring glycosyl groups	0016757	14916.0	transferase activity
491	AT1G06143	metalloendopeptidase activity	0004222	3176.0	hydrolase activity | catalytic activity
492	AT1G06148	poly(A)-specific ribonuclease activity	0004535	3780.0	nuclease activity | catalytic activity
493	AT1G06150	transmembrane transporter activity	0022857	27431.0	transporter activity
494	AT1G06160	molecular_function_unknown	0003674	3226.0	unknown molecular functions
495	AT1G06170	glucosyltransferase activity	0046527	13406.0	transferase activity
496	AT1G06180	molecular_function_unknown	0003674	3226.0	unknown molecular functions
497	AT1G06190	protein binding	0005515	3877.0	protein binding
498	AT1G06200	glycerol-3-phosphate O-acyltransferase activity	0004366	2560.0	transferase activity
499	AT1G06210	protein binding	0005515	3877.0	protein binding
500	AT1G06220	molecular_function_unknown	0003674	3226.0	unknown molecular functions
501	AT1G06230	3-hydroxyisobutyryl-CoA hydrolase activity	0003860	816.0	hydrolase activity
502	AT1G06240	identical protein binding	0042802	15210.0	protein binding
503	AT1G06250	protein binding	0005515	3877.0	protein binding
504	AT1G06260	2-oxoglutarate-dependent dioxygenase activity	0016706	3496.0	catalytic activity
505	AT1G06270	2-oxoglutarate-dependent dioxygenase activity	0016706	3496.0	catalytic activity
506	AT1G06290	2-oxoglutarate-dependent dioxygenase activity	0016706	3496.0	catalytic activity
507	AT1G06360	molecular_function_unknown	0003674	3226.0	unknown molecular functions
508	AT1G06380	DNA helicase activity	0003678	966.0	hydrolase activity | catalytic activity
509	AT1G06390	calcium ion binding	0005509	1755.0	other binding
510	AT1G06400	non-membrane spanning protein tyrosine kinase activity	0004715	3362.0	transferase activity | kinase activity | catalytic activity
511	AT1G06410	GTP binding	0005525	1035.0	other binding | nucleotide binding
512	AT1G06420	zinc ion binding	0008270	4661.0	other binding
513	AT1G06430	kinase activity	0016301	2953.0	kinase activity
514	AT1G06440	double-stranded DNA binding	0003690	2198.0	DNA binding
515	AT1G06450	protein binding	0005515	3877.0	protein binding
516	AT1G06460	transferase activity, transferring glycosyl groups	0016757	14916.0	transferase activity
517	AT1G06470	DNA-directed 5'-3' RNA polymerase activity	0003899	992.0	catalytic activity | transferase activity
518	AT1G06475	phospholipase activity	0004620	3702.0	hydrolase activity
519	AT1G06490	oxidoreductase activity	0016491	3460.0	catalytic activity
520	AT1G06500	protein disulfide oxidoreductase activity	0015035	3882.0	catalytic activity
521	AT1G06510	protein binding	0005515	3877.0	protein binding
522	AT1G06515	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
523	AT1G06520	serine-type endopeptidase activity	0004252	4112.0	hydrolase activity | catalytic activity
524	AT1G06530	antiporter activity	0015297	1550.0	transporter activity
525	AT1G06540	metalloendopeptidase activity	0004222	3176.0	hydrolase activity | catalytic activity
526	AT1G06550	DNA binding	0003677	961.0	DNA binding
527	AT1G06560	molecular_function_unknown	0003674	3226.0	unknown molecular functions
